SHOP,JOB,作業名称,機械名称,メーカー,型式,台数,固定資産番号,備考,適用開始日,適用終了日,作成ユーザ,作成日,更新ユーザ,更新日,MHI,AEL
"8A25","1980","ﾗｯﾋﾟﾝｸﾞ加工","平面ﾗｯﾌﾟ盤","津上","TLPM-U900",0,"","","2026/04/01","2999/12/31","M123829","2026/04/03 10:08:17.000","","","",""
"8A25","2310","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","立型3軸ﾏｼﾆﾝｸﾞｾﾝﾀ","三菱広機,三菱広機","M-V70S #1,M-V70S #2",0,"","","2026/04/01","2999/12/31","M123829","2026/04/03 10:08:17.000","","","",""
"8A25","2315","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","立型3軸ﾏｼﾆﾝｸﾞｾﾝﾀ","森精機","NV5000α1A/50",0,"","","2026/04/01","2999/12/31","M123829","2026/04/03 10:08:17.000","","","",""
"8A25","2317","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","立型3軸ﾏｼﾆﾝｸﾞｾﾝﾀ","三菱広機","M-V70E",0,"","","2026/04/01","2999/12/31","M123829","2026/04/03 10:08:17.000","","","",""
"8A25","2318","NC治具中ぐり加工","NCｼﾞｸﾞﾎﾞｰﾗｰ","安田","YBM9150V",0,"","","2026/04/01","2999/12/31","M123829","2026/04/03 10:08:17.000","","","",""
"8A25","2445","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","門型3軸ﾏｼﾆﾝｸﾞｾﾝﾀ","三菱工機","MVR25",0,"","","2026/04/01","2999/12/31","M123829","2026/04/03 10:08:17.000","","","",""
"8A25","2500","研削加工","CNC平面研削盤","ｱﾏﾀﾞﾜｼﾉ","TECHSTER D3",0,"","","2026/04/01","2999/12/31","M123829","2026/04/03 10:08:17.000","","","",""
"8A25","2514","外径研削加工","CNC外径研削盤","大隈","GA44N×150F",0,"","","2026/04/01","2999/12/31","M123829","2026/04/03 10:08:17.000","","","",""
"8A25","2550","NCﾎｰﾆﾝｸﾞ加工","CNC立型ﾎｰﾆﾝｸﾞ盤","㈱日進製作所","E25-MS1",0,"","","2026/04/01","2999/12/31","M123829","2026/04/03 10:08:17.000","","","",""
"8A25","2590","NC立型研削加工","CNC立型研削盤","OM,太陽工機","1250VGN,NVG-12CT,CVG-13",0,"","","2026/04/01","2999/12/31","M123829","2026/04/03 10:08:17.000","","","",""
"8A25","2809","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","横型5軸ﾏｼﾆﾝｸﾞｾﾝﾀ","牧野","A-55-5XR",0,"","","2026/04/01","2999/12/31","M123829","2026/04/03 10:08:17.000","","","",""
"8A25","2813","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","5軸ﾏｼﾆﾝｸﾞｾﾝﾀｰ研削盤","牧野","A-77-5XR",0,"","","2026/04/01","2999/12/31","M123829","2026/04/03 10:08:17.000","","","",""
"8A25","2814","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","横型5軸ﾏｼﾆﾝｸﾞｾﾝﾀ","ﾏｷﾉ,ﾏｷﾉ","MCD1516-5XA #1,MCD1516-5XA #2",0,"","","2026/04/01","2999/12/31","M123829","2026/04/03 10:08:17.000","","","",""
"8A25","2818","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","横型5軸ﾏｼﾆﾝｸﾞｾﾝﾀ","安田,安田","H40i #1,H40i #2",0,"","","2026/04/01","2999/12/31","M123829","2026/04/03 10:08:17.000","","","",""
"8A25","2890","NCﾌﾞﾛｰﾁ加工","CNC立型ﾌﾞﾛｰﾁ盤","HOFFMANN","RASMX 25*2500*630",0,"","","2026/04/01","2999/12/31","U359579","2026/04/03 10:08:17.000","","","",""
"8A25","5830","VANE専用ｾﾙ","立型5軸ﾏｼﾆﾝｸﾞｾﾝﾀ,ﾏｰｷﾝｸﾞ･手仕上げ,ｾﾗﾐｯｸﾋﾞｰﾄﾞﾋﾟｰﾆﾝｸﾞ,自主検査(処理),ﾒﾃﾞｨｱﾌｨﾆｯｼｭ,三次元測定","森精機","NMV5000DCG",0,"","","2026/04/01","2999/12/31","M123829","2026/04/03 10:08:17.000","","","",""
"8A25","6900","受領","","","",0,"","修理O/H工事に限定","2026/04/01","2999/12/31","M123829","2026/04/03 10:08:17.550","","","",""
"8A54","0009","自主検査","","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","0321","機能試験作業","機能試験作業","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","1605","ﾌﾟﾘｾｯﾄ作業","ﾏｼﾆﾝｸﾞｾﾝﾀ","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","1610","仕上作業","手入れ、洗浄等","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","2116","NC旋削加工","大型NC旋盤","森精機","SL603C/2000",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","2122","NC旋削加工","NC旋盤","森精機","NL3000Y/700",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","2141","NC旋削加工","SM-3専用NC立旋盤","ｵｰｴﾑ製作所","VTLex915 ◆",0,"","◆SM-3専用治具","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","2210","NCﾌﾗｲｽ加工","立型NCﾌﾗｲｽ盤","大阪機工","MHA-300V",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","2682","NC放電加工","SM-3専用型彫り放電加工機","Sodick","AG60L #1◆,AG60L #2◆,AG60L #3◆,AG60L #5◆",0,"","◆SM-3専用治具","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","M157031","2023/05/22 13:10:05.597","",""
"8A54","2684","NC放電加工","SM-3専用ワイヤ放電加工機","Sodick","ALN600GH #1◆,ALN600GH #2◆",0,"","◆SM-3専用治具","2023/06/01","2999/12/31","M157031","2023/05/22 10:08:55.000","","","",""
"8A54","2822","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","SM-3専用横型4軸ﾏｼﾆﾝｸﾞｾﾝﾀ","ﾏｷﾉ","A99ε#1,A99ε#2,A99ε#3,A99ε#5,A99ε#7◆,A99ε#8◆",0,"","◆SM-3専用治具","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","2827","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","SM-3専用立型5軸ﾏｼﾆﾝｸﾞｾﾝﾀ","森精機","NMV8000DCG/40 #1,NMV8000DCG/40 #2 ◆",0,"","◆SM-3専用治具","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","2828","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","SM-3専用立型5軸ﾏｼﾆﾝｸﾞｾﾝﾀ","ﾏｷﾉ","D500 #1,D500 #2,D500 #3◆,D500 #5◆,D500 #7◆,D500 #8◆",0,"","◆SM-3専用治具","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","2830","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","SM-3専用横型5軸ﾏｼﾆﾝｸﾞｾﾝﾀ","安田工業","YBM8T #1 ◆,YBM8T #2 ◆",0,"","◆SM-3専用治具","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","6111","位置決め作業","位置決め作業","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","6121","取外し作業","取外し作業","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","6141","ﾄﾘﾑ作業","ﾄﾘﾑ作業","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","6221","穴明け作業","穴明け作業","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","6231","皿取り作業","皿取り作業","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","6321","ﾘﾍﾞｯﾄ打ち作業","ﾘﾍﾞｯﾄ打ち作業","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","6331","ﾘﾍﾞｯﾄﾐﾗｰ作業","ﾘﾍﾞｯﾄﾐﾗｰ作業","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","6341","締付け作業","締付け作業","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","6342","ﾄﾙｸ掛け作業","ﾄﾙｸ掛け作業","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","6511","取付け作業","取付け作業機構品","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","6551","取付け作業","取付け作業","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","6621","接着作業","接着作業","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","6641","ﾀｯﾁｱｯﾌﾟ作業","ﾀｯﾁｱｯﾌﾟ作業","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","6711","調整作業","調整･確認","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A54","9999","品確者確認","品確者確認","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:25:30.000","","","",""
"8A55","0313","金属3D造形(L-PBF)","金属3D造形装置(L-PBF)","EOS","M400-4 飛昇体#1",1,"","ASM-3専用治具","2021/05/26","2999/12/31","M711684","2021/05/26 09:38:48.000","","","",""
"8A55","0314","金属3D造形(L-PBF)","金属3D造形装置(L-PBF)","EOS","M400-4 飛昇体#2",1,"","ASM-3専用治具","2023/08/07","2999/12/31","M157031","2023/08/07 11:07:16.000","","","",""
"8A55","1605","ﾌﾟﾘｾｯﾄ作業","ﾏｼﾆﾝｸﾞｾﾝﾀ","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:27:34.000","","","",""
"8A55","1610","仕上作業","手入れ、洗浄等","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:27:34.000","","","",""
"8A55","1680","放電加工","放電加工機","AGIE","AB-GT",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:27:34.000","","","",""
"8A55","2121","NC旋削加工","長尺NC旋盤","森精機製作所","NL3000/3000",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:27:34.000","","","",""
"8A55","2313","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","立型3軸ﾏｼﾆﾝｸﾞｾﾝﾀ","三菱広機","M-V70C",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:27:34.000","","","",""
"8A55","2316","ﾀｰﾆﾝｸﾞｾﾝﾀｰ加工","旋削複合機","中村留","SuperNTX",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:27:34.000","","","",""
"8A55","2317","ﾀｰﾆﾝｸﾞｾﾝﾀｰ加工","旋削複合機","森精機","NT6600DCG/3000B",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:27:34.000","","","",""
"8A55","2681","NC放電加工","放電加工機","Sodick","AQ55L #1,AQ55L #2,AQ55L #3",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:27:34.000","","","",""
"8A55","2683","NC放電加工","ワイヤ放電加工機","Sodick","ALN800G",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:27:34.000","","","",""
"8A55","2809","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","横型4軸ﾏｼﾆﾝｸﾞｾﾝﾀ","牧野","A-55",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:27:34.000","","","",""
"8A55","2815","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","横型4軸ﾏｼﾆﾝｸﾞｾﾝﾀ","三菱広機","M-H80EN #1",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:27:34.000","","","",""
"8A55","2817","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","横型5軸ﾏｼﾆﾝｸﾞｾﾝﾀｰ","三井精機工業","HU8A-5X",0,"","","2023/01/17","2999/12/31","M138854","2023/01/13 19:48:06.000","","","",""
"8A55","2819","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","横型5軸ﾏｼﾆﾝｸﾞｾﾝﾀ","安田工業","YBM-10T-100TT",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:27:34.000","","","",""
"8A55","2820","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","門型5軸複合加工機","三菱工機","M-VU160-T",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:27:34.000","","","",""
"8A55","2824","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","立型5軸ﾏｼﾆﾝｸﾞｾﾝﾀ","森精機","NMV5000/40DCG",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:27:34.000","","","",""
"8A55","2825","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","横型4軸ﾏｼﾆﾝｸﾞｾﾝﾀ","森精機","NH5000DCG/40 #1,NH5000DCG/40 #2",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:27:34.000","","","",""
"8A55","2831","ﾏｼﾆﾝｸﾞｾﾝﾀｰ加工","5軸複合加工機","DMG MORI","DMC125FD",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:27:34.000","","","",""
"8A55","6900","受領","","","",0,"","修理O/H工事に限定","2021/04/01","2999/12/31","M138854","2021/03/31 17:27:34.000","","","",""
"8A56","0800","焼嵌め、冷間絞り","","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:28:49.000","","","",""
"8A56","0810","脱脂作業","溶剤脱脂洗浄","ｸﾘﾝﾋﾞｰ","HEARVY4060◆",0,"","◆TJM6専用","2025/10/01","2999/12/31","M123829","2025/09/29 11:00:34.000","","","",""
"8A56","1010","組立作業","","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:28:49.000","","","",""
"8A56","1060","分解作業","","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:28:49.000","","","",""
"8A56","1600","ｹｶﾞｷ作業","","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:28:49.000","","","",""
"8A56","1610","仕上作業","手入れ、洗浄等","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:28:49.000","","","",""
"8A56","1611","ｴｸｽﾂﾙｰﾄﾞﾎｰﾝ","ｴｸｽﾂﾙｰﾄﾞﾎｰﾝ","東洋ｴｸｽ","MARK VⅡ-120",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:28:49.000","","","",""
"8A56","1612","洗浄作業","純水洗浄装置","森合精機","MCJ-500S◆",0,"","◆TJM6専用","2025/10/01","2999/12/31","M123829","2025/09/29 11:00:34.000","","","",""
"8A56","1615","計測作業","3次元計測機","ZEISS","Prismo fortis◆",0,"","◆TJM6専用","2025/10/01","2999/12/31","M123829","2025/09/29 11:00:34.000","","","",""
"8A56","1616","仕上作業(機械加工)","手入れ、洗浄等","","◆7工場",0,"","","2025/10/15","2999/12/31","M123829","2025/10/14 08:52:53.000","","","",""
"8A56","1630","ﾌﾟﾚｽ加工","油圧ﾌﾟﾚｽ機","理研機器","RD-50",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:28:49.000","","","",""
"8A56","1660","圧力試験作業","水圧､空圧","新東ﾌﾞﾚｰﾀｰ","AB-MT3",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:28:49.000","","","",""
"8A56","2641","NCｼｮｯﾄﾋﾟｰﾆﾝｸﾞ","ｼｮｯﾄﾋﾟｰﾆﾝｸﾞ","新東ﾌﾞﾚｰﾀｰ","MYR-ML-089",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:28:49.000","","","",""
"8A56","2642","NCｼｮｯﾄﾋﾟｰﾆﾝｸﾞ","ｼｮｯﾄﾋﾟｰﾆﾝｸﾞ","新東工業","SNT-1CA",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:28:49.000","","","",""
"8A56","2643","NCｼｮｯﾄﾋﾟｰﾆﾝｸﾞ","ｼｮｯﾄﾋﾟｰﾆﾝｸﾞ","新東工業","SJA11A",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:28:49.000","","","",""
"8A56","3060","圧力、引張試験","油圧","津島","7F-TE4",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:28:49.000","","","",""
"8A56","6900","受領","","","",0,"","修理O/H工事に限定","2021/04/01","2999/12/31","M138854","2021/03/31 17:28:49.000","","","",""
"8A61","0009","自主検査","","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0680","応力除去、焼ならし","応力除去、焼ならし","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0683","応力除去(23HR)","応力除去,23HRﾍﾞｰｸ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0712","接着プライマ","","","",0,"","","2025/04/01","2999/12/31","U359579","2025/03/31 15:15:59.000","","","",""
"8A61","0810","脱脂作業","水系脱脂、溶剤蒸気脱脂","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0820","ｱﾛｼﾞﾝ処理","ｱﾛｼﾞﾝ処理","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0821","ｱﾛｼﾞﾝT/U","ｱﾛｼﾞﾝT/U","","",0,"","","2021/06/24","2999/12/31","M711684","2021/06/24 11:14:59.000","","","",""
"8A61","0830","ｸﾛﾑ酸ｱﾉﾀﾞｲｽﾞ","ｸﾛﾑ酸ｱﾉﾀﾞｲｽﾞ","","",0,"","","2021/06/24","2999/12/31","","","M711684","2021/06/24 11:17:10.840","",""
"8A61","0831","硫酸ｱﾉﾀﾞｲｽﾞ（非着色に限る）","硫酸ｱﾉﾀﾞｲｽﾞ（非着色に限る）","","",0,"","","2021/06/24","2999/12/31","M711684","2021/06/24 11:18:15.000","","","",""
"8A61","0835","ﾏｽｷﾝｸﾞ","化成処理前ﾏｽｷﾝｸﾞ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0840","ﾎﾟｰﾗｽｶﾄﾞﾐｳﾑめっき 及び ﾍﾞｰｸ、ﾆｯｹﾙｶﾄﾞﾐｳﾑ拡散めっき","ﾎﾟｰﾗｽｶﾄﾞﾐｳﾑめっき、ﾆｯｹﾙｶﾄﾞﾐｳﾑ拡散めっき","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0843","ﾎﾟｰﾗｽｶﾄﾞﾐｳﾑめっき 及び ｸﾛﾒｰﾄ","ﾎﾟｰﾗｽｶﾄﾞﾐｳﾑめっき+ﾍﾞｰｸ+ｸﾛﾒｰﾄ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0844","ｼｱﾝ化ｶﾄﾞﾐｳﾑめっき","ｼｱﾝ化ｶﾄﾞﾐｳﾑめっき","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0845","ｼｱﾝ化ｶﾄﾞﾐｳﾑめっき及びﾍﾞｰｸ","ｼｱﾝ化ｶﾄﾞﾐｳﾑめっき+ﾍﾞｰｸ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0846","ｼｱﾝ化ｶﾄﾞﾐｳﾑめっき、ﾍﾞｰｸ及びｸﾛﾒｰﾄ","ｼｱﾝ化ｶﾄﾞﾐｳﾑめっき+ﾍﾞｰｸ+ｸﾛﾒｰﾄ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0847","ｼｱﾝ化ｶﾄﾞﾐｳﾑめっき及びｸﾛﾒｰﾄ","ｼｱﾝ化ｶﾄﾞﾐｳﾑめっき+ｸﾛﾒｰﾄ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0850","ﾊﾟｼﾍﾞｰﾄ処理","ﾊﾟｼﾍﾞｰﾄ処理","","",0,"","","2021/06/24","2999/12/31","","","M711684","2021/06/24 11:19:06.287","",""
"8A61","0851","洗浄作業","ｼｮｯﾄ後洗浄(鉄分除去)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0852","ﾎﾜｲﾄﾚｲﾔ除去","ﾎﾜｲﾄﾚｲﾔ除去+ﾍﾞｰｸ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0853","ｴﾚｸﾄﾛｴｯﾁ洗浄作業","ｴﾚｸﾄﾛｴｯﾁ洗浄","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0854","ｻﾞｲｸﾞﾛ前ｴｯﾁﾝｸﾞ","ｻﾞｲｸﾞﾛ前ｴｯﾁﾝｸﾞ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0855","ﾅｲﾀﾙｴｯﾁ","ﾅｲﾀﾙｴｯﾁ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0856","ﾅｲﾀﾙｴｯﾁ及び応力除去","ﾅｲﾀﾙｴｯﾁ + 応力除去","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0857","ﾁﾀﾝ合金の酸洗い","ﾁﾀﾝ合金の酸洗い","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0859","溶接前洗浄作業","溶接前洗浄","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0860","DOW19T/U","DOW19T/U","","",0,"","","2021/06/24","2999/12/31","","","M711684","2021/06/24 11:19:56.250","",""
"8A61","0861","HAE処理","HAE処理","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0862","DOW17処理","DOW17処理","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0863","DOW7 ﾀﾞｲｸﾛﾒｰﾄ","DOW7 ﾀﾞｲｸﾛﾒｰﾄ","","",0,"","","2021/06/24","2999/12/31","M711684","2021/06/24 11:20:46.000","","","",""
"8A61","0870","銅めっき","銅めっき","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0871","銅めっき及びﾍﾞｰｸ","銅めっき + ﾍﾞｰｸ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0872","ﾌﾞﾛﾝｽﾞめっき","ﾌﾞﾛﾝｽﾞめっき","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0873","ﾌﾞﾛﾝｽﾞめっき及びﾍﾞｰｸ","ﾌﾞﾛﾝｽﾞめっき + ﾍﾞｰｸ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0880","銀めっき","銀めっき","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0881","銀めっき及びﾍﾞｰｸ","銀めっき + ﾍﾞｰｸ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0882","筆 銀めっき","筆 銀めっき","","",0,"","","2021/06/24","2999/12/31","M711684","2021/06/24 11:21:32.000","","","",""
"8A61","0884","筆ｶﾄﾞﾐｳﾑめっき","筆ｶﾄﾞﾐｳﾑめっき","","",0,"","","2021/06/24","2999/12/31","M711684","2021/06/24 11:22:16.000","","","",""
"8A61","0885","筆ﾆｯｹﾙめっき","筆ﾆｯｹﾙめっき","","",0,"","","2021/06/24","2999/12/31","M711684","2021/06/24 11:23:03.000","","","",""
"8A61","0890","錫めっき","錫めっき","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0891","錫めっき及びﾍﾞｰｸ","錫めっき + ﾍﾞｰｸ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0900","鉛めっき","鉛系めっき","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","0920","ﾏｽｸｹﾐｶﾙﾐﾙ","","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","1610","仕上作業","手入れ、洗浄等","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","6010","ﾄﾞﾗｲﾌﾞﾗｽﾄ","ﾌﾞﾗｽﾄ装置","新東工業","MY-50E-003",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:30:31.000","","","",""
"8A61","6102","無電解ﾆｯｹﾙめっき","無電解ﾆｯｹﾙめっき","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","6103","無電解ﾆｯｹﾙめっき及びﾍﾞｰｸ","無電解ﾆｯｹﾙめっき+ﾍﾞｰｸ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","6104","ｽﾙﾌｧﾐﾝ酸ﾆｯｹﾙめっき","ｽﾙﾌｧﾐﾝ酸ﾆｯｹﾙめっき(軟質に限る)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","6105","ﾆｯｹﾙｶﾄﾞﾐｳﾑ拡散めっき","ﾆｯｹﾙｶﾄﾞﾐｳﾑ拡散めっき","","",0,"","","2021/06/24","2999/12/31","M711684","2021/06/24 11:23:58.000","","","",""
"8A61","6110","ｸﾛﾑめっき","ｸﾛﾑめっき+ﾍﾞｰｸ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","6112","ｸﾛﾑめっき+23HRﾍﾞｰｸ","ｸﾛﾑめっき+23HRﾍﾞｰｸ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","6113","ｸﾗｯｸﾌﾘｰｸﾛﾑめっき","ｸﾗｯｸﾌﾘｰｸﾛﾑめっき","","",0,"","","2021/06/24","2999/12/31","M711684","2021/06/24 11:24:40.000","","","",""
"8A61","6120","ﾘﾝ酸塩処理","ﾘﾝ酸塩処理 + ﾍﾞｰｸ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","6130","黒色酸化処理","黒色酸化処理 + ﾍﾞｰｸ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","6140","めっきｽﾄﾘｯﾌﾟ","銅ｽﾄﾘｯﾌﾟ+ ﾍﾞｰｸ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","6141","めっきｽﾄﾘｯﾌﾟ","ﾌﾞﾛﾝｽﾞｽﾄﾘｯﾌﾟ+ﾍﾞｰｸ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","6142","めっきｽﾄﾘｯﾌﾟ","錫ｽﾄﾘｯﾌﾟ + ﾍﾞｰｸ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","6143","めっきｽﾄﾘｯﾌﾟ","その他ｽﾄﾘｯﾌﾟ+ﾍﾞｰｸ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","6150","ｴﾝｼﾞｭﾘｵﾝ","ｴﾝｼﾞｭﾘｵﾝ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A61","6160","ｱﾉﾃﾞｨｯｸｴｯﾁ（EIM）","ｱﾉﾃﾞｨｯｸｴｯﾁ（EIM）","","",0,"","","2021/06/24","2999/12/31","M711684","2021/06/24 11:25:32.000","","","",""
"8A61","6161","ﾊﾟｼﾍﾞｰﾄT/U","ﾊﾟｼﾍﾞｰﾄT/U","","",0,"","","2021/06/24","2999/12/31","M711684","2021/06/24 11:26:07.000","","","",""
"8A61","6162","酸洗い","酸洗い","","",0,"","","2021/06/24","2999/12/31","M711684","2021/06/24 11:26:38.000","","","",""
"8A61","6163","ｾﾛﾍﾞﾝﾄ除去（酸洗）","ｾﾛﾍﾞﾝﾄ除去（酸洗）","","",0,"","","2021/06/24","2999/12/31","M711684","2021/06/24 11:27:27.000","","","",""
