SHOP,JOB,作業名称,機械名称,メーカー,型式,台数,固定資産番号,備考,適用開始日,適用終了日,作成ユーザ,作成日,更新ユーザ,更新日,MHI,AEL
"8A61","6164","ｱﾙｶﾘ洗浄","ｱﾙｶﾘ洗浄","","",0,"","","2021/06/24","2999/12/31","M711684","2021/06/24 11:28:02.000","","","",""
"8A61","6165","ﾁﾀﾝﾊﾟｼﾍﾞｰﾄ","ﾁﾀﾝﾊﾟｼﾍﾞｰﾄ","","",0,"","","2021/06/24","2999/12/31","M711684","2021/06/24 11:28:37.000","","","",""
"8A61","6166","ｱﾙｶﾘｽｸﾗﾌﾞ","ｱﾙｶﾘｽｸﾗﾌﾞ","","",0,"","","2022/04/11","2999/12/31","M138854","2022/04/11 18:35:51.000","","","",""
"8A61","6167","ﾒﾀﾙｺﾝﾃﾞｨｼｮﾅｰ","ﾒﾀﾙｺﾝﾃﾞｨｼｮﾅｰ","","",0,"","","2022/04/11","2999/12/31","M138854","2022/04/11 18:36:24.000","","","",""
"8A61","6168","ﾃﾄﾗｴｯﾁﾝｸﾞ","ﾃﾄﾗｴｯﾁﾝｸﾞ","","",0,"","","2022/04/11","2999/12/31","M138854","2022/04/11 18:34:32.000","","","",""
"8A61","6621","ﾒﾀﾙﾎﾞﾝﾃﾞｨﾝｸﾞ準備","","","",0,"","","2025/04/01","2999/12/31","U359579","2025/03/31 15:20:37.000","","","",""
"8A61","6622","ｵｰﾄｸﾚｰﾌﾞ硬化","","","",0,"","","2025/04/01","2999/12/31","U359579","2025/03/31 15:34:14.000","","","",""
"8A61","6623","ｵｰﾌﾞﾝ硬化","","","",0,"","","2025/04/01","2999/12/31","U359579","2025/03/31 15:45:59.000","","","",""
"8A61","6624","常温硬化","","","",0,"","","2025/04/01","2999/12/31","U359579","2025/03/31 15:49:12.000","","","",""
"8A61","6625","ﾒﾀﾙﾎﾞﾝﾃﾞｨﾝｸﾞ仕上げ","","","",0,"","","2025/04/01","2999/12/31","U359579","2025/03/31 15:52:28.000","","","",""
"8A61","6900","受領","","","",0,"","修理O/H工事に限定","2020/04/01","2999/12/31","","","","","",""
"8A62","0009","自主検査","自主検査","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A62","0680","ﾍﾞｰｸ","ﾍﾞｰｸ炉","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A62","0681","塗装焼付作業","SM-3専用焼付炉","ｴｺﾑ","B19-0001 ◆",0,"","◆SM-3専用治具","2020/04/01","2999/12/31","","","","","",""
"8A62","0710","塗装作業","一液塗装作業","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A62","0711","塗装作業","二液塗装作業","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A62","0720","ｺｰﾃｨﾝｸﾞ作業","ｺｰﾃｨﾝｸﾞ作業","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A62","0730","塗装作業","塗装作業(構造組立移管作業)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A62","0740","塗装前のﾏｽｷﾝｸﾞ","","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A62","0741","ﾌﾞﾗｽﾄ作業","SM-3専用ｴｱﾌﾞﾗｽﾄ装置","新東工業","MY-60B ◆",0,"","◆SM-3専用治具","2020/04/01","2999/12/31","","","","","",""
"8A62","0810","脱脂作業","脱脂","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A62","0820","ｱﾛｼﾞﾝ処理","ｱﾛｼﾞﾝ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A62","0835","ﾏｽｷﾝｸﾞ","化成処理前ﾏｽｷﾝｸﾞ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A62","0850","ｱﾙｶﾘ洗浄","ｱﾙｶﾘ洗浄","","",1,"","","2020/12/24","2999/12/31","M711684","2020/12/24 14:39:32.000","","","",""
"8A62","1610","仕上作業","手入、 洗浄等","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8A62","6010","ﾄﾞﾗｲﾌﾞﾗｽﾄ","ﾌﾞﾗｽﾄ装置","新東工業","MY-50E-003",0,"","","2021/04/01","2999/12/31","M138854","2021/03/31 17:31:43.000","","","",""
"8A62","6900","受領","","","",0,"","修理O/H工事に限定","2020/04/01","2999/12/31","","","","","",""
"8A71","0111","電子ﾋﾞｰﾑ溶接","電子ﾋﾞｰﾑ溶接","三菱電機","小型EBW◆",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","0120","溶融溶接","溶融溶接(TIG溶接)","","◆7工場",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","0220","溶融溶接切組","溶融溶接切組","","◆7工場",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","0666","炉中ﾛｰ付","炉中ﾛｰ付","中日本炉","NVF600◆",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","0670","焼入焼戻し","焼入焼戻し","中日本炉","NVF600◆",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","0681","応力除去","応力除去または焼ならし","中日本炉","NVF600◆",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","0682","焼鈍､焼準､溶体化","焼鈍､焼準､溶体化","中日本炉","NVF600◆",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","0690","析出硬化処理","析出硬化処理","中日本炉","NVF600◆",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","0691","溶体化､析出硬化処理","溶体化､析出硬化処理","中日本炉","NVF600◆",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","0801","焼き嵌め(ｻﾌﾞ組)","","","◆7工場",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","0802","焼き嵌め(切組)","","","◆7工場",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","0810","脱脂作業","溶剤脱脂洗浄","ｸﾘﾝﾋﾞｰ","HEARVY4060◆",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","1012","組立作業","","","◆7工場",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","1013","組立作業(1~5点)","","","◆7工場",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","1610","仕上作業(機械加工)","手入れ､洗浄等","","◆7工場",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","1611","仕上作業(溶接)","手入れ､洗浄等","","◆7工場",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","1612","仕上作業(溶射)","手入れ､洗浄等","","◆7工場",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.870","","","",""
"8A71","1613","仕上作業(ろう付け)","手入れ､洗浄等","","◆7工場",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","1614","脱磁作業","磁気確認及び脱磁作業","","◆7工場",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","1615","計測作業","3次元計測機","ZEISS","Prismo fortis◆",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","2123","NC旋削加工","NC旋削複合機","DMG森精機","NLX2500◆",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","2515","NC研削加工","NC横型複合研削盤","Studer","S33_1025◆",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","2591","NC研削加工","NC立型複合研削盤","太陽工機","CVG6◆",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","2685","NC放電加工","放電加工機","Sodick","AL60G+◆",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","2686","細穴放電加工","細穴放電加工機","牧野ﾌﾗｲｽ製作所","EDBV8",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","2832","ﾏｼﾆﾝｸﾞｾﾝﾀ加工","立型5軸複合機","DMG森精機","DMU60eVo+PHCell◆",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","2833","ﾏｼﾆﾝｸﾞｾﾝﾀ加工","立型5軸ﾏｼﾆﾝｸﾞｾﾝﾀ","DMG森精機","DMU60eVo◆",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","3120","ｴｱﾌﾛｰﾃｽﾄ","ｴｱﾌﾛｰ試験機","Flow systems","◆7工場",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","3130","ﾊﾞﾗﾝｽﾃｽﾄ","ﾊﾞﾗﾝｽﾃｽﾀｰ","ﾌｼﾞﾃｸﾉ","◆7工場",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","3140","ｽﾋﾟﾝﾃｽﾄ","ｽﾋﾟﾝﾃｽﾄ","丸和電機","◆7工場",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","6020","ｸﾞﾘｯﾄﾞﾌﾞﾗｽﾄ","ﾌﾞﾗｽﾄﾏｼﾝ","不二機械","◆7工場",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","6060","ﾌﾟﾗｽﾞﾏｺｰﾃｨﾝｸﾞ","溶射設備","ｴﾘｺﾝﾒﾃｺ","SURFACE One #1◆7工場",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8A71","6061","ﾌﾚｰﾑｺｰﾃｨﾝｸﾞ","溶射設備","ｴﾘｺﾝﾒﾃｺ","SURFACE One #2◆7工場",0,"","◆TJM6専用","2026/04/01","2999/12/31","M123829","2026/04/03 10:26:04.000","","","",""
"8E11","0009","自主検査","","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","0800","焼嵌め作業","焼嵌め､冷し嵌め","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","0810","洗浄作業","超音波洗浄機","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","0820","自動洗浄作業","自動洗浄機装置","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","1010","組立作業","構成部品点数　6点以上","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","1011","組立作業","構成部品点数1~5点","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","1020","自動組立作業","自動組立装置","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","1060","分解作業","一般分解作業","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","1070","修理作業","一般修理作業","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","1080","個装作業","個装及び梱包作業","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","1090","発送作業","発送作業","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","1610","仕上作業","手入れ､洗浄等 含ﾊﾝﾀﾞ付け､鋳込","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","1660","圧力試験","水圧､空圧","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","1670","摺合せ作業","摺合せ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","3070","圧力試験","ｶﾞｽ圧","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","3120","機能試験","機能試験機","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","3130","自動機能試験","自動機能試験装置","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","6011","ｷｯﾄ部品準備作業","ｷｯﾄ部品準備作業","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E11","6900","受領","","","",0,"","修理O/H工事に限定","2020/04/01","2999/12/31","","","","","",""
"8E11","9999","品確者確認","","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","0009","自主検査","","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","0222","電線保護作業","電線保護作業 (電装)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","0231","ﾊﾟﾈﾙ組立作業","ﾊﾟﾈﾙ組立(取付)作業 (電装)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","0261","導通試験作業","導通試験作業 (電装)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","0262","絶縁抵抗試験作業","絶縁抵抗試験作業 (電装)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","0311","ﾓｯｸｱｯﾌﾟ作業","ﾓｯｸｱｯﾌﾟ作業 (電装)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","0312","ﾎｯﾄﾁｪｯｸ作業","ﾎｯﾄﾁｪｯｸ作業 (電装)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","0321","機能試験作業","機能試験作業 (電装)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","0800","焼嵌め作業","焼嵌め､冷し嵌め","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","0810","洗浄作業","超音波洗浄機、脱脂作業","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","0820","自動洗浄作業","自動洗浄機装置","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","1010","組立作業","構成部品点数 6点以上","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","1011","組立作業","構成部品点数1~5点","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","1020","自動組立作業","自動組立装置","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","1060","分解作業","一般分解作業","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","1070","修理作業","一般修理作業","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","1080","個装作業","個装及び梱包作業","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","1090","発送作業","発送作業","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","1610","仕上作業","手入れ､洗浄等 含ﾊﾝﾀﾞ付け､鋳込","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","1660","圧力試験","水圧､空圧","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","1670","摺合せ作業","摺合せ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","3070","圧力試験","ｶﾞｽ圧","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","3120","機能試験","機能試験機","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","3130","自動機能試験","自動機能試験装置","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","6011","ｷｯﾄ部品準備作業","ｷｯﾄ部品準備作業","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","6111","位置決め作業","位置決め作業 (構･艤)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","6121","取外し作業","取外し作業 (構･艤)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","6141","ﾄﾘﾑ作業","ﾄﾘﾑ作業 (構･艤)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","6221","穴明け作業","穴明け作業 (構･艤)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","6231","皿取り作業","皿取り作業 (構･艤)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","6321","ﾘﾍﾞｯﾄ打ち作業","ﾘﾍﾞｯﾄ打ち作業 (構･艤)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","6331","ﾘﾍﾞｯﾄﾐﾗｰ作業","ﾘﾍﾞｯﾄﾐﾗｰ作業 (構･艤)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","6341","締付け作業","締付け作業 (構･艤)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","6342","ﾄﾙｸ掛け作業","ﾄﾙｸ掛け作業 (構･艤)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","6511","取付け作業","取付け作業機構品 (構･艤)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","6521","取付け作業","取付け作業ﾁｭｰﾌﾞ (構･艤)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","6551","取付け作業","取付け作業 (構･艤)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","6621","接着作業","接着作業 (構･艤)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","6641","ﾀｯﾁｱｯﾌﾟ作業","ﾀｯﾁｱｯﾌﾟ作業 (構･艤)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","6661","ﾅﾝﾊﾞｰ作業","ﾅﾝﾊﾞｰ作業 (構･艤)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","6711","調整作業","調整･確認 (構･艤)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","8511","ﾏｰｷﾝｸﾞ作業","SER/Noﾏｰｷﾝｸﾞ (電子)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","8521","ﾏｰｷﾝｸﾞ作業","ｺｰﾄﾞNoﾏｰｷﾝｸﾞ (電子)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","8821","機能試験作業","機能試験作業 (電子)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","8841","ﾊﾞｰﾝｲﾝﾃｽﾄ","ﾊﾞｰﾝｲﾝﾃｽﾄ (電子)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","8851","ﾘｰﾏﾙﾃｽﾄ","ﾘｰﾏﾙﾃｽﾄ (電子)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","8881","振動試験作業","振動試験作業 (電子)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","8932","ﾀｯﾁｱｯﾌﾟ作業","ﾀｯﾁｱｯﾌﾟ作業不具合修理 (電子)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","8961","清掃作業","電子機器組立品清掃 (電子)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E12","9999","品確者確認","品確者確認","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0009","自主検査","自主検査","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0220","溶接切組","ﾅﾝﾊﾞｰﾘﾍﾞｯﾄ打ち・ ﾄﾘﾑ・摺合せ・歪取り等","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0650","超塑性加工","超塑性加工","","",0,"","","2021/10/19","2999/12/31","M138854","2021/10/19 18:07:04.000","","","",""
"8E21","0666","炉中ﾛｰ付","炉中ﾛｰ付","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0670","焼入焼戻し","焼入焼戻し","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0671","焼入焼戻し､低温処理","焼入焼戻し､低温処理","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0680","応力除去","応力除去または焼ならし","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0681","焼鈍、焼準、溶体化","焼鈍、焼準、溶体化","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0682","焼準戻し","焼準戻し","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0683","応力除去(23HR)","応力除去(23HR)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0690","析出硬化処理","析出硬化処理","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0691","溶体化、析出硬化処理","溶体化、析出硬化処理","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0760","低温処理､焼戻し","低温処理､焼戻し","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0761","焼戻し","焼戻しのみ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0782","窒化防止剤塗布","窒化防止剤塗布","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0790","窒化","窒化","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0792","ﾊﾟｯｸｺｰﾃｨﾝｸﾞ","ﾊﾟｯｸｺｰﾃｨﾝｸﾞ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0793","拡散処理","拡散処理","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0810","溶剤洗浄","超音波洗浄､手拭き洗浄","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","0850","ｱﾙｶﾘ洗浄","ｱﾙｶﾘ洗浄","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","1610","仕上作業","手入れ含ﾊﾝﾀﾞ付、ﾊﾞﾘ仕上、鋳込、洗浄等","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","1615","三次元測定作業","三次元測定作業","","",0,"","","2022/12/21","2999/12/31","M138854","2022/12/20 17:13:26.000","","","",""
"8E21","1617","炉中ﾛｰ付け前組付け","炉中ﾛｰ付け前組付け","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","1618","炉中ﾛｰ付け後手仕上","炉中ﾛｰ付け後手仕上","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","1619","鋳込作業","錫鋳込、ﾊﾟﾗﾌｨﾝ鋳込み","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","1660","圧力試験","水圧､空圧","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","4620","ﾌﾚｱ","ﾋﾞｯﾄﾌﾟﾘｾｯﾄを含む","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E21","6900","受領","","","",0,"","修理O/H工事に限定","2020/04/01","2999/12/31","","","","","",""
"8E22","0009","自主検査","自主検査","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","0110","電子ﾋﾞｰﾑ溶接","電子ﾋﾞｰﾑ溶接","","小型EBW",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","0116","電子ﾋﾞｰﾑ溶接","電子ﾋﾞｰﾑ溶接","","大型EBW#1",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","0117","電子ﾋﾞｰﾑ溶接","電子ﾋﾞｰﾑ溶接","","大型EBW#2",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","0120","溶融溶接","溶融溶接(含ｱｰｸ溶接、溶断、ﾛｰ付)","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","0220","溶融溶接切組","溶融溶接切組","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","0310","金属3D造形(L-PBF)","金属3D造形装置(L-PBF)","EOS","M290",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","0311","金属3D造形(L-PBF)","金属3D造形装置(L-PBF)","EOS","M400-4",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","0312","金属3D造形(L-PBF)","大型3D造形装置 M400-4","EOS","M400-4",0,"","","2024/05/30","2999/12/31","M125329","2024/05/29 10:46:11.000","","","",""
"8E22","0315","金属3D造形(LMD)","金属3D造形装置(LMD)","RPMI","Model535XR",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","0810","脱脂作業","脱脂ﾎｽﾁｰﾑ処理","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","0811","有機溶剤洗浄作業","超音波洗浄機","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","0851","ﾌﾞﾗｽﾄ処理","ﾌﾞﾗｽﾄ装置","新東工業","MY-40E",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","0854","ｻﾞｲｸﾞﾛ前ｴｯﾁﾝｸﾞ","ｻﾞｲｸﾞﾛ前ｴｯﾁﾝｸﾞ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","1610","仕上作業","手入れ含ﾊﾝﾀﾞ付、ﾊﾞﾘ仕上、鋳込、洗浄等","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","1615","三次元測定作業","三次元測定作業","","",0,"","","2022/12/21","2999/12/31","M138854","2022/12/20 17:14:11.000","","","",""
"8E22","1680","ﾜｲﾔｰｶｯﾄ","ﾜｲﾔｰｶｯﾄ装置","ﾀｲﾅﾃｯｸ","DKV-7740",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","4232","ﾛｰﾗｰ成形","ｱﾝｸﾞﾙﾍﾞﾝﾀﾞ","千代田工業","V-50",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","4252","ﾌﾟﾚｽ成形","5000kN油圧成形","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","4253","ﾌﾟﾚｽ成形","15000KN対向液圧成形","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","4612","NCﾍﾞﾝﾀﾞｰ加工","NCﾊﾟｲﾌﾟﾍﾞﾝﾀﾞｰ機","","",0,"","","2020/06/11","2999/12/31","","","","","",""
"8E22","6900","受領","","","",0,"","修理O/H工事に限定","2020/04/01","2999/12/31","","","","","",""
"8E22","7322","自動溶接","自動溶接","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","7323","半自動溶接","半自動溶接","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E22","7325","ｵｰﾋﾞﾀﾙ自動溶接","ｵｰﾋﾞﾀﾙ自動溶接","","",0,"","","2022/03/22","2999/12/31","M711684","2022/03/22 12:50:40.000","","","",""
"8E22","9999","品確者確認","","","",0,"","","2024/09/17","2999/12/31","M125329","2024/09/12 14:17:11.000","","","",""
"8E23","0009","自主検査","","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E23","0810","脱脂作業","","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/30 19:01:00.000","","","",""
"8E23","0960","銅電鋳作業","銅電鋳(LE5、LE7A)","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/30 19:01:46.000","","","",""
"8E23","0961","銅電鋳作業","銅電鋳(LE9)","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/30 19:02:28.000","","","",""
"8E23","1102","汎用旋削加工","小型汎用旋盤","滝澤鉄工所","TSL550",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E23","1605","ﾌﾟﾘｾｯﾄ作業","ﾏｼﾆﾝｸﾞｾﾝﾀ","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E23","1610","仕上作業,ﾏｰｷﾝｸﾞ作業","手入れ,洗浄等,手入れ、洗浄等","","",0,"","","2020/04/01","2999/12/31","","","","","",""
"8E23","1612","銅電鋳前後作業","WAX充填、WAX仕上、銀粉塗布等","","",0,"","","2021/04/01","2999/12/31","M138854","2021/03/30 19:03:19.000","","","",""
"8E23","1615","三次元測定作業","三次元測定作業","","",0,"","","2022/12/21","2999/12/31","M138854","2022/12/20 17:14:44.000","","","",""
