BOM_KEY,手配号機,PBS部品番号,PBS部品名称,SEG,部品番号,部品名称,Gen,△,SHOP,P／T,EC,QTY,OS_ID,オーダー,ST,仕掛SHOP,着手実績,完了実績,計画納期,小日程MND,所内部品工程,滞留日数（DAYNO）,計画納期識別,完了済識別,再来月まで（着手）,今月まで（着手）,先月まで（着手）,着手個数,SIG（着手）,再来月まで,今月まで,先月まで,完成個数,SIG,見通し,対策,コメント,内作子部品ショーテージ
"TJ-AA",5056,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000679827","A681401","G","8280",,,"2026-12","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5057,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000679827","A681401","G","8280",,,"2026-12","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5058,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000679827","A681401","G","8280",,,"2026-12","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5059,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000679827","A681401","G","8280",,,"2026-12","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5060,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000679828","A681401","G","8280",,,"2027-02","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5061,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000679828","A681401","G","8280",,,"2027-02","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5062,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000679828","A681401","G","8280",,,"2027-02","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5063,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000679828","A681401","G","8280",,,"2027-10","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5064,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000725315","A681501","G","8280",,,"2028-03","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5065,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000725316","A681501","G","8280",,,"2028-03","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5066,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000725317","A681501","G","8280",,,"2028-03","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5067,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000725318","A681501","G","8280",,,"2028-03","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5068,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000725319","A681501","G","8280",,,"2028-03","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5069,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000725320","A681501","G","8280",,,"2028-03","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5070,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000725321","A681501","G","8280",,,"2028-03","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5071,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000725322","A681501","G","8280",,,"2028-03","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5072,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000725323","A681501","G","8280",,,"2028-08","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5073,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000725324","A681501","G","8280",,,"2028-08","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5074,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000725325","A681501","G","8280",,,"2028-09","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5075,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000725326","A681501","G","8280",,,"2028-09","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5076,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000725327","A681501","G","8280",,,"2028-09","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5077,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000725328","A681501","G","8280",,,"2028-09","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5078,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000725329","A681501","G","8280",,,"2028-09","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5079,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000725330","A681501","G","8280",,,"2028-09","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AA",5080,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"","","","",,,"2029-04","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","KIT未",""
"TJ-AA",5081,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"","","","",,,"2029-04","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","KIT未",""
"TJ-AA",5082,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"","","","",,,"2029-04","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","KIT未",""
"TJ-AA",5083,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"","","","",,,"2029-04","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","KIT未",""
"TJ-AA",5084,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"","","","",,,"2029-04","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","KIT未",""
"TJ-AA",5085,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"","","","",,,"2029-04","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","KIT未",""
"TJ-AA",5086,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"","","","",,,"2029-04","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","KIT未",""
"TJ-AA",5087,"V38B55204-101","","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"","","","",,,"2029-05","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","KIT未",""
"TJ-AB",6001,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000652534","A683100","Z","",45694,45819,"2025-06","",0,"","先月まで","完了",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6002,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000652535","A683100","Z","",45694,45819,"2025-06","",0,"","先月まで","完了",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6003,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000652536","A683100","Z","",45694,45819,"2025-06","",0,"","先月まで","完了",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6004,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000652537","A683100","Z","",45694,45819,"2025-06","",0,"","先月まで","完了",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6005,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000652538","A683100","Z","",45694,45819,"2025-12","",0,"","先月まで","完了",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6006,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000652539","A683100","Z","",45694,45819,"2025-12","",0,"","先月まで","完了",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6007,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000652540","A683100","Z","",45694,45819,"2026-01","",0,"","先月まで","完了",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6008,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000652541","A683100","Z","",45694,45819,"2026-01","",0,"","先月まで","完了",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6009,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000652542","A683100","Z","",45694,45819,"2026-03","",0,"","先月まで","完了",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6010,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000652543","A683100","Z","",45694,45819,"2026-04","",0,"","先月まで","完了",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6011,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000652544","A683100","Z","",45694,45819,"2026-04","",0,"","先月まで","完了",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6012,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000652545","A683100","Z","",45694,45819,"2026-04","",0,"","先月まで","完了",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6013,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000652546","A683100","Z","",45694,45819,"2026-04","",0,"","先月まで","完了",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6014,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677177","A683100","Z","",46062,46071,"2026-04","",0,"","先月まで","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6015,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677177","A683100","Z","",46062,46071,"2026-04","",0,"","先月まで","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6016,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677177","A683100","Z","",46062,46071,"2026-05","",0,"","先月まで","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6017,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677178","A683100","Z","",46062,46071,"2026-09","",0,"","再来月まで","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6018,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677178","A683100","Z","",46062,46071,"2026-09","",0,"","再来月まで","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6019,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677178","A683100","Z","",46062,46071,"2026-09","",0,"","再来月まで","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6020,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677178","A683100","Z","",46062,46071,"2026-10","",0,"","","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6021,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677179","A683100","Z","",46062,46071,"2026-10","",0,"","","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6022,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677179","A683100","Z","",46062,46071,"2026-10","",0,"","","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6023,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677179","A683100","Z","",46062,46071,"2026-11","",0,"","","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6024,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677179","A683100","Z","",46062,46071,"2026-11","",0,"","","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6025,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677180","A683100","Z","",46062,46071,"2026-11","",0,"","","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6026,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677180","A683100","Z","",46062,46071,"2026-11","",0,"","","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6027,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677180","A683100","Z","",46062,46071,"2026-11","",0,"","","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6028,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677180","A683100","Z","",46062,46071,"2026-11","",0,"","","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6029,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677181","A683100","Z","",46062,46071,"2026-11","",0,"","","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6030,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677181","A683100","Z","",46062,46071,"2026-12","",0,"","","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6031,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677181","A683100","Z","",46062,46071,"2026-12","",0,"","","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6032,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000677181","A683100","Z","",46062,46071,"2026-12","",0,"","","完了",19,16,16,32,"青",19,16,16,32,"青","46071","","",""
"TJ-AB",6033,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676483","A683200","G","8280",,,"2027-01","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6034,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676483","A683200","G","8280",,,"2027-01","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6035,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676483","A683200","G","8280",,,"2027-01","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6036,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676483","A683200","G","8280",,,"2027-02","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6037,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676484","A683200","G","8280",,,"2027-02","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6038,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676484","A683200","G","8280",,,"2027-03","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6039,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676484","A683200","G","8280",,,"2027-03","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6040,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676484","A683200","G","8280",,,"2027-03","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6041,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676485","A683200","G","8280",,,"2027-03","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6042,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676485","A683200","G","8280",,,"2027-03","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6043,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676485","A683200","G","8280",,,"2027-04","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6044,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676485","A683200","G","8280",,,"2027-04","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6045,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676486","A683200","G","8280",,,"2027-04","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6046,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676486","A683200","G","8280",,,"2027-04","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6047,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676486","A683200","G","8280",,,"2027-04","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6048,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676486","A683200","G","8280",,,"2027-05","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6049,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676487","A683200","G","8280",,,"2027-05","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6050,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676487","A683200","G","8280",,,"2027-05","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6051,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676487","A683200","G","8280",,,"2027-05","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6052,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676487","A683200","G","8280",,,"2027-05","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6053,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676488","A683200","G","8280",,,"2027-06","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6054,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676488","A683200","G","8280",,,"2027-06","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6055,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676488","A683200","G","8280",,,"2027-07","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6056,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676488","A683200","G","8280",,,"2027-07","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6057,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676489","A683200","G","8280",,,"2027-08","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6058,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676489","A683200","G","8280",,,"2027-08","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6059,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676489","A683200","G","8280",,,"2027-08","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6060,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676489","A683200","G","8280",,,"2027-08","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6061,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676490","A683200","G","8280",,,"2027-08","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6062,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676490","A683200","G","8280",,,"2027-08","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6063,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676490","A683200","G","8280",,,"2027-08","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6064,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676490","A683200","G","8280",,,"2027-08","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6065,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676491","A683200","G","8280",,,"2027-09","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6066,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676491","A683200","G","8280",,,"2027-09","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6067,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676491","A683200","G","8280",,,"2027-09","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6068,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676491","A683200","G","8280",,,"2027-09","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6069,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676492","A683200","G","8280",,,"2027-09","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6070,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676492","A683200","G","8280",,,"2027-09","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6071,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676492","A683200","G","8280",,,"2027-09","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6072,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000676492","A683200","G","8280",,,"2027-09","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6073,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000727707","A683300","G","8280",,,"2027-11","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6074,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000727708","A683300","G","8280",,,"2027-11","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6075,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000727709","A683300","G","8280",,,"2027-11","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
"TJ-AB",6076,"V38B55206-101","OIL MIST GENERATOR","770","V38B55114-111","MANIFOLD ASSY",1,"I1","8A40","","L1",1,"X000727710","A683300","G","8280",,,"2027-11","",0,"","","未",19,16,16,32,"青",19,16,16,32,"青","","","",""
